number,id,country,Country__colour,location,locImputation,nonJitLat,nonJitLong,latitude,longitude,collection_date,dateImputation,year,month,day
1299,EBOV|MK0868|KU296537|SLE|?|2015-01-05,SLE,#8392b5,Bombali,IMPUTED,8.891023958,-12.04188912,8.904234724,-12.00275558,2015-01-05,,2015,1,5
1300,EBOV|MK0869|KU296534|SLE|Bombali|2015-01-05,SLE,#8392b5,Bombali,,8.891023958,-12.04188912,8.828595499,-12.05432744,2015-01-05,,2015,1,5
1301,EBOV|MK0879|KU296410|SLE|PortLoko|2015-01-05,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.642161029,-12.5148351,2015-01-05,,2015,1,5
1302,EBOV|MK0888|KU296376|SLE|?|2015-01-06,SLE,#8392b5,Bombali,IMPUTED,8.891023958,-12.04188912,8.911666696,-12.0071546,2015-01-06,,2015,1,6
1303,EBOV|MK0889|KU296794|SLE|?|2015-01-06,SLE,#8392b5,Bombali,IMPUTED,8.891023958,-12.04188912,8.839908541,-12.00507801,2015-01-06,,2015,1,6
1304,EBOV|MK0966|KU296507|SLE|Bombali|2015-01-08,SLE,#8392b5,Bombali,,8.891023958,-12.04188912,8.901678688,-12.09440434,2015-01-08,,2015,1,8
1305,EBOV|14859_EMLK|KU296438|SLE|Kambia|2015-04-30,SLE,#8392b5,Kambia,,9.123358448,-12.91835852,9.102696119,-12.86071586,2015-04-30,,2015,4,30
1306,EBOV|14888_EMLK|KU296423|SLE|Kambia|2015-05-03,SLE,#8392b5,Kambia,,9.123358448,-12.91835852,9.141507636,-12.99260662,2015-05-03,,2015,5,3
1307,EBOV|15000_EMLK|KU296504|SLE|Kambia|2015-05-13,SLE,#8392b5,Kambia,,9.123358448,-12.91835852,9.156552251,-12.95360861,2015-05-13,,2015,5,13
1308,EBOV|15274_EMLK|KU296337|SLE|Kambia|2015-06-04,SLE,#8392b5,Kambia,,9.123358448,-12.91835852,9.162572259,-12.92667647,2015-06-04,,2015,6,4
1309,EBOV|15314_EMLK|KU296600|SLE|Kambia|2015-06-06,SLE,#8392b5,Kambia,,9.123358448,-12.91835852,9.187248791,-12.96227505,2015-06-06,,2015,6,6
1310,EBOV|15323_EMLK|KU296668|SLE|Kambia|2015-06-07,SLE,#8392b5,Kambia,,9.123358448,-12.91835852,9.160373056,-12.9511412,2015-06-07,,2015,6,7
1311,EBOV|15327_EMLK|KU296649|SLE|Kambia|2015-06-07,SLE,#8392b5,Kambia,,9.123358448,-12.91835852,9.175950612,-12.97272507,2015-06-07,,2015,6,7
1312,EBOV|15338_EMLK|KU296414|SLE|Kambia|2015-06-08,SLE,#8392b5,Kambia,,9.123358448,-12.91835852,9.095617977,-12.88630103,2015-06-08,,2015,6,8
1313,EBOV|15349_EMLK|KU296442|SLE|Kambia|2015-06-09,SLE,#8392b5,Kambia,,9.123358448,-12.91835852,9.173213829,-12.90181548,2015-06-09,,2015,6,9
1314,EBOV|15360_EMLK|KU296399|SLE|Kambia|2015-06-08,SLE,#8392b5,Kambia,,9.123358448,-12.91835852,9.179925176,-12.88250363,2015-06-08,,2015,6,8
1315,EBOV|15373_EMLK|KU296802|SLE|Kambia|2015-06-10,SLE,#8392b5,Kambia,,9.123358448,-12.91835852,9.087254223,-12.92473465,2015-06-10,,2015,6,10
1316,EBOV|15421_EMLK|KU296796|SLE|Kambia|2015-06-13,SLE,#8392b5,Kambia,,9.123358448,-12.91835852,9.185563241,-12.87248469,2015-06-13,,2015,6,13
1317,EBOV|15470_EMLK|KU296543|SLE|Kambia|2015-06-16,SLE,#8392b5,Kambia,,9.123358448,-12.91835852,9.077733813,-12.89405261,2015-06-16,,2015,6,16
1318,EBOV|77724_EMLK|KU296656|SLE|?|2015-01-10,SLE,#8392b5,WesternUrban,IMPUTED,8.474419624,-13.26196681,8.533563,-13.19841099,2015-01-10,,2015,1,10
1319,EBOV|MK0464|KU296835|SLE|?|2014-12-24,SLE,#8392b5,PortLoko,IMPUTED,8.685188747,-12.53675216,8.738762202,-12.46603901,2014-12-24,,2014,12,24
1320,EBOV|MK0551|KU296717|SLE|?|2014-12-27,SLE,#8392b5,Bombali,IMPUTED,8.891023958,-12.04188912,8.908713124,-12.0773862,2014-12-27,,2014,12,27
1321,EBOV|MK8878|KU296684|SLE|Tonkolili|2015-07-23,SLE,#8392b5,Tonkolili,,8.465489914,-12.21193614,8.487921453,-12.18359764,2015-07-23,,2015,7,23
1322,EBOV|12180_EMLH|KU296310|SLE|WesternUrban|2015-02-22,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.472366482,-13.22700415,2015-02-22,,2015,2,22
1323,EBOV|12181_EMLH|KU296783|SLE|WesternUrban|2015-02-23,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.52223313,-13.27898026,2015-02-23,,2015,2,23
1324,EBOV|12189_EMLH|KU296369|SLE|WesternUrban|2015-02-23,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.4613312,-13.30481196,2015-02-23,,2015,2,23
1325,EBOV|12192_EMLH|KU296511|SLE|WesternUrban|2015-02-23,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.463107327,-13.2928188,2015-02-23,,2015,2,23
1326,EBOV|12193_EMLH|KU296616|SLE|WesternUrban|2015-02-23,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.522486673,-13.20345801,2015-02-23,,2015,2,23
1327,EBOV|12757_EMLH|KU296468|SLE|WesternUrban|2015-04-03,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.403232389,-13.25922824,2015-04-03,,2015,4,3
1328,EBOV|12767_EMLH|KU296768|SLE|WesternUrban|2015-04-04,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.530355745,-13.22770113,2015-04-04,,2015,4,4
1329,EBOV|12781_EMLH|KU296520|SLE|WesternUrban|2015-04-06,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.475361761,-13.22716879,2015-04-06,,2015,4,6
1330,EBOV|12851_EMLH|KU296671|SLE|WesternUrban|2015-04-15,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.52785473,-13.32445145,2015-04-15,,2015,4,15
1331,EBOV|12854_EMLH|KU296729|SLE|WesternUrban|2015-04-15,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.403636776,-13.32541688,2015-04-15,,2015,4,15
1332,EBOV|12855_EMLH|KU296723|SLE|WesternUrban|2015-04-15,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.432679412,-13.20287435,2015-04-15,,2015,4,15
1333,EBOV|12872_EMLH|KU296560|SLE|WesternUrban|2015-04-18,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.405658648,-13.19458178,2015-04-18,,2015,4,18
1334,EBOV|12916_EMLH|KU296318|SLE|WesternUrban|2015-04-29,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.421389625,-13.2660264,2015-04-29,,2015,4,29
1335,EBOV|12934_EMLH|KU296790|SLE|WesternUrban|2015-05-04,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.527641218,-13.2321308,2015-05-04,,2015,5,4
1336,EBOV|12936_EMLH|KU296561|SLE|WesternUrban|2015-05-04,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.515102598,-13.27012491,2015-05-04,,2015,5,4
1337,EBOV|KT7106||SLE|?|2015-07-19,SLE,#8392b5,WesternUrban,IMPUTED,8.474419624,-13.26196681,8.484403702,-13.29547912,2015-07-19,,2015,7,19
1338,EBOV|13247_EMLH|KU296830|SLE|?|2015-06-19,SLE,#8392b5,WesternUrban,IMPUTED,8.474419624,-13.26196681,8.546037012,-13.33220822,2015-06-19,,2015,6,19
1339,EBOV|KT7095|KU296690|SLE|Kambia|2015-07-05,SLE,#8392b5,Kambia,,9.123358448,-12.91835852,9.132617492,-12.94719562,2015-07-05,,2015,7,5
1340,EBOV|MK9396|KU296321|SLE|WesternUrban|2015-07-18,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.512329551,-13.22164813,2015-07-18,,2015,7,18
1341,EBOV|77573_EMLK|KU296516|SLE|WesternUrban|2015-01-03,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.43265674,-13.22933438,2015-01-03,,2015,1,3
1342,EBOV|77574_EMLK|KU296700|SLE||2015-01-03,SLE,#8392b5,WesternRural,IMPUTED,8.44632216,-13.16852491,8.447188431,-13.21583294,2015-01-03,,2015,1,3
1343,EBOV|77577_EMLK|KU296533|SLE|WesternUrban|2015-01-03,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.416501459,-13.22899977,2015-01-03,,2015,1,3
1344,EBOV|77578_EMLK|KU296806|SLE|WesternUrban|2015-01-03,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.474482156,-13.30105369,2015-01-03,,2015,1,3
1345,EBOV|77580_EMLK|KU296431|SLE|WesternUrban|2015-01-03,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.51535309,-13.24579209,2015-01-03,,2015,1,3
1346,EBOV|77581_EMLK|KU296540|SLE|WesternUrban|2015-01-03,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.472741766,-13.19356372,2015-01-03,,2015,1,3
1347,EBOV|77582_EMLK|KU296816|SLE|WesternUrban|2015-01-03,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.427002424,-13.28043275,2015-01-03,,2015,1,3
1348,EBOV|77585_EMLK|KU296734|SLE|WesternUrban|2015-01-04,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.490496482,-13.26025133,2015-01-04,,2015,1,4
1349,EBOV|77588_EMLK|KU296801|SLE|WesternUrban|2015-01-04,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.486591774,-13.30188907,2015-01-04,,2015,1,4
1350,EBOV|77589_EMLK|KU296403|SLE|WesternUrban|2015-01-04,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.540043162,-13.27621135,2015-01-04,,2015,1,4
1351,EBOV|77591_EMLK|KU296836|SLE|WesternUrban|2015-01-04,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.491699699,-13.29936622,2015-01-04,,2015,1,4
1352,EBOV|77594_EMLK|KU296343|SLE|WesternUrban|2015-01-04,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.412900741,-13.31740251,2015-01-04,,2015,1,4
1353,EBOV|77601_EMLK|KU296826|SLE|WesternUrban|2015-01-05,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.499848847,-13.26019016,2015-01-05,,2015,1,5
1354,EBOV|PL4226|KU296615|SLE|Kambia|2015-03-02,SLE,#8392b5,Kambia,,9.123358448,-12.91835852,9.090412079,-12.93133805,2015-03-02,,2015,3,2
1355,EBOV|PL4248|KU296658|SLE|PortLoko|2015-03-03,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.653192511,-12.50626549,2015-03-03,,2015,3,3
1356,EBOV|PL4249|KU296349|SLE|PortLoko|2015-03-03,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.678359749,-12.51738352,2015-03-03,,2015,3,3
1357,EBOV|PL4283|KU296840|SLE|PortLoko|2015-03-03,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.64497596,-12.60421668,2015-03-03,,2015,3,3
1358,EBOV|PL4322|KU296677|SLE|PortLoko|2015-03-05,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.727128218,-12.55909603,2015-03-05,,2015,3,5
1359,EBOV|PL4443|KU296418|SLE|PortLoko|2015-03-07,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.754280908,-12.51430909,2015-03-07,,2015,3,7
1360,EBOV|PL4671|KU296782|SLE|PortLoko|2015-03-12,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.655685171,-12.50601914,2015-03-12,,2015,3,12
1361,EBOV|PL4679|KU296623|SLE|?|2015-03-12,SLE,#8392b5,PortLoko,IMPUTED,8.685188747,-12.53675216,8.71526659,-12.56025104,2015-03-12,,2015,3,12
1362,EBOV|PL4680|KU296689|SLE|?|2015-03-12,SLE,#8392b5,PortLoko,IMPUTED,8.685188747,-12.53675216,8.664883857,-12.50370265,2015-03-12,,2015,3,12
1363,EBOV|PL5179|KU296638|SLE|PortLoko|2015-03-22,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.67295204,-12.58424206,2015-03-22,,2015,3,22
1364,EBOV|MK0390|KU296398|SLE|Bombali|2014-12-22,SLE,#8392b5,Bombali,,8.891023958,-12.04188912,8.87024519,-11.99985254,2014-12-22,,2014,12,22
1365,EBOV|MK0392|KU296691|SLE|Bombali|2014-12-22,SLE,#8392b5,Bombali,,8.891023958,-12.04188912,8.873480931,-12.03931854,2014-12-22,,2014,12,22
1366,EBOV|MK1782|KU296792|SLE|?|2015-02-06,SLE,#8392b5,Bombali,IMPUTED,8.891023958,-12.04188912,8.889056763,-12.01738332,2015-02-06,,2015,2,6
1367,EBOV|PL4028|KU296552|SLE|PortLoko|2015-02-26,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.727674346,-12.51720601,2015-02-26,,2015,2,26
1368,EBOV|PL4059|KU296485|SLE|PortLoko|2015-02-26,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.629470441,-12.48549888,2015-02-26,,2015,2,26
1369,EBOV|PL4094|KU296476|SLE|Kambia|2015-02-27,SLE,#8392b5,Kambia,,9.123358448,-12.91835852,9.093602598,-12.86324617,2015-02-27,,2015,2,27
1370,EBOV|PL4187|KU296567|SLE|PortLoko|2015-03-01,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.754951583,-12.59100082,2015-03-01,,2015,3,1
1371,EBOV|PL4190|KU296351|SLE|PortLoko|2015-03-01,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.626219288,-12.53898125,2015-03-01,,2015,3,1
1372,EBOV|PL4346|KU296641|SLE|Kambia|2015-03-04,SLE,#8392b5,Kambia,,9.123358448,-12.91835852,9.173269849,-12.97730577,2015-03-04,,2015,3,4
1373,EBOV|PL8310|KU296618|SLE|PortLoko|2015-06-21,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.724501899,-12.55688298,2015-06-21,,2015,6,21
1374,EBOV|PL8780|KU296404|SLE|PortLoko|2015-07-03,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.617283713,-12.53753605,2015-07-03,,2015,7,3
1375,EBOV|PL8896|KU296342|SLE|PortLoko|2015-07-06,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.629008069,-12.52808087,2015-07-06,,2015,7,6
1376,EBOV|PL9150|KU296522|SLE|PortLoko|2015-07-12,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.624775881,-12.48663326,2015-07-12,,2015,7,12
1377,EBOV|PL9199|KU296371|SLE|PortLoko|2015-07-13,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.612920023,-12.60789894,2015-07-13,,2015,7,13
1378,EBOV|PL4105|KU296694|SLE|PortLoko|2015-02-28,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.680013791,-12.53319415,2015-02-28,,2015,2,28
1379,EBOV|PL4194|KU296501|SLE|PortLoko|2015-03-02,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.616000778,-12.50026868,2015-03-02,,2015,3,2
1380,EBOV|PL4347|KU296720|SLE|Kambia|2015-03-04,SLE,#8392b5,Kambia,,9.123358448,-12.91835852,9.131701271,-12.89817517,2015-03-04,,2015,3,4
1381,EBOV|PL4483|KU296389|SLE|Kambia|2015-03-08,SLE,#8392b5,Kambia,,9.123358448,-12.91835852,9.078358023,-12.91956247,2015-03-08,,2015,3,8
1382,EBOV|PL4561|KU296725|SLE|PortLoko|2015-03-10,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.702959112,-12.5823274,2015-03-10,,2015,3,10
1383,EBOV|PL4569|KU296598|SLE|PortLoko|2015-03-10,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.673600618,-12.48493103,2015-03-10,,2015,3,10
1384,EBOV|PL4872|KU296419|SLE|Kambia|2015-03-16,SLE,#8392b5,Kambia,,9.123358448,-12.91835852,9.186143789,-12.8626391,2015-03-16,,2015,3,16
1385,EBOV|PL4886|KU296461|SLE|PortLoko|2015-03-16,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.645177599,-12.56787182,2015-03-16,,2015,3,16
1386,EBOV|PL5001|KU296514|SLE|PortLoko|2015-03-19,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.67087152,-12.56768035,2015-03-19,,2015,3,19
1387,EBOV|PL5019|KU296627|SLE|PortLoko|2015-03-19,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.660315666,-12.5331929,2015-03-19,,2015,3,19
1388,EBOV|PL5099|KU296682|SLE|PortLoko|2015-03-19,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.68750306,-12.47617759,2015-03-19,,2015,3,19
1389,EBOV|PL5157|KU296421|SLE|PortLoko|2015-03-22,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.732755497,-12.50982689,2015-03-22,,2015,3,22
1390,EBOV|PL7689|KU296712|SLE|PortLoko|2015-06-06,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.624077392,-12.46176885,2015-06-06,,2015,6,6
1391,EBOV|PL7946|KU296667|SLE|PortLoko|2015-06-12,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.727840079,-12.50960743,2015-06-12,,2015,6,12
1392,EBOV|PL7947|KU296571|SLE|PortLoko|2015-06-12,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.75462247,-12.53394235,2015-06-12,,2015,6,12
1393,EBOV|PL8128|KU296340|SLE|PortLoko|2015-06-16,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.667306211,-12.59039674,2015-06-16,,2015,6,16
1394,EBOV|PL8172|KU296428|SLE|PortLoko|2015-06-18,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.744823854,-12.54412901,2015-06-18,,2015,6,18
1395,EBOV|KT5034|KU296632|SLE||2015-02-14,SLE,#8392b5,PortLoko,IMPUTED,8.685188747,-12.53675216,8.693641943,-12.55136297,2015-02-14,,2015,2,14
1396,EBOV|KT5786|KU296590|SLE||2015-03-07,SLE,#8392b5,Bombali,IMPUTED,8.891023958,-12.04188912,8.867536276,-11.98121699,2015-03-07,,2015,3,7
1397,EBOV|MK0364|KU296453|SLE|Bombali|2014-12-21,SLE,#8392b5,Bombali,,8.891023958,-12.04188912,8.938311095,-12.09552593,2014-12-21,,2014,12,21
1398,EBOV|MK0365|KU296406|SLE|Bombali|2014-12-21,SLE,#8392b5,Bombali,,8.891023958,-12.04188912,8.876503585,-11.97918991,2014-12-21,,2014,12,21
1399,EBOV|MK0366|KU296320|SLE|Bombali|2014-12-21,SLE,#8392b5,Bombali,,8.891023958,-12.04188912,8.817267476,-11.9764239,2014-12-21,,2014,12,21
1400,EBOV|MK0368|KU296718|SLE|Bombali|2014-12-21,SLE,#8392b5,Bombali,,8.891023958,-12.04188912,8.825788804,-12.08860291,2014-12-21,,2014,12,21
1401,EBOV|KT2315|KU296812|SLE|PortLoko|2014-12-02,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.715348135,-12.57018794,2014-12-02,,2014,12,2
1402,EBOV|KT2316|KU296774|SLE|PortLoko|2014-12-02,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.677250296,-12.4982782,2014-12-02,,2014,12,2
1403,EBOV|KT2317|KU296735|SLE|PortLoko|2014-12-02,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.730191233,-12.60247624,2014-12-02,,2014,12,2
1404,EBOV|KT2321|KU296762|SLE|PortLoko|2014-12-02,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.634253677,-12.5940056,2014-12-02,,2014,12,2
1405,EBOV|KT2449|KU296465|SLE|WesternUrban|2014-12-05,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.50819406,-13.23137469,2014-12-05,,2014,12,5
1406,EBOV|KT2641|KU296709|SLE|?|2014-12-12,SLE,#8392b5,Bombali,IMPUTED,8.891023958,-12.04188912,8.822712989,-12.03201428,2014-12-12,,2014,12,12
1407,EBOV|KT2669|KU296726|SLE|?|2014-12-13,SLE,#8392b5,WesternUrban,IMPUTED,8.474419624,-13.26196681,8.451587354,-13.24248727,2014-12-13,,2014,12,13
1408,EBOV|KT2810|KU296778|SLE|?|2014-12-16,SLE,#8392b5,Kambia,IMPUTED,9.123358448,-12.91835852,9.120891015,-12.94220602,2014-12-16,,2014,12,16
1409,EBOV|KT4054|KU296429|SLE|?|2015-01-13,SLE,#8392b5,Bombali,IMPUTED,8.891023958,-12.04188912,8.883373357,-11.97383597,2015-01-13,,2015,1,13
1410,EBOV|KT4553|KU296698|SLE|?|2015-01-29,SLE,#8392b5,Kono,IMPUTED,8.64463471,-10.97455967,8.638781753,-11.01785741,2015-01-29,,2015,1,29
1411,EBOV|KT4555|KU296687|SLE|?|2015-01-29,SLE,#8392b5,Kono,IMPUTED,8.64463471,-10.97455967,8.670661129,-11.00613548,2015-01-29,,2015,1,29
1412,EBOV|KT4609|KU296622|SLE||2015-01-31,SLE,#8392b5,WesternRural,IMPUTED,8.44632216,-13.16852491,8.407277443,-13.19811446,2015-01-31,,2015,1,31
1413,EBOV|KT4622|KU296587|SLE|?|2015-02-01,SLE,#8392b5,PortLoko,IMPUTED,8.685188747,-12.53675216,8.625900735,-12.50467244,2015-02-01,,2015,2,1
1414,EBOV|KT4631|KU296607|SLE|WesternUrban|2015-02-02,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.507383142,-13.27460607,2015-02-02,,2015,2,2
1415,EBOV|KT4663|KU296570|SLE|?|2015-02-03,SLE,#8392b5,Kono,IMPUTED,8.64463471,-10.97455967,8.61095166,-10.98596488,2015-02-03,,2015,2,3
1416,EBOV|KT4677|KU296608|SLE|WesternRural|2015-02-03,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.450396944,-13.20066722,2015-02-03,,2015,2,3
1417,EBOV|KT4695|KU296549|SLE|WesternRural|2015-02-04,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.416443991,-13.19787473,2015-02-04,,2015,2,4
1418,EBOV|KT4715|KU296707|SLE|?|2015-02-06,SLE,#8392b5,Bombali,IMPUTED,8.891023958,-12.04188912,8.831714749,-12.02250025,2015-02-06,,2015,2,6
1419,EBOV|KT4730|KU296416|SLE|?|2015-02-07,SLE,#8392b5,WesternUrban,IMPUTED,8.474419624,-13.26196681,8.523313693,-13.3233917,2015-02-07,,2015,2,7
1420,EBOV|KT4801|KU296722|SLE|?|2015-02-10,SLE,#8392b5,Kambia,IMPUTED,9.123358448,-12.91835852,9.049086036,-12.95362501,2015-02-10,,2015,2,10
1421,EBOV|KT5073|KU296553|SLE|?|2015-02-16,SLE,#8392b5,WesternUrban,IMPUTED,8.474419624,-13.26196681,8.455491212,-13.21896299,2015-02-16,,2015,2,16
1422,EBOV|KT5214|KU296338|SLE|?|2015-02-20,SLE,#8392b5,WesternUrban,IMPUTED,8.474419624,-13.26196681,8.423165881,-13.26790762,2015-02-20,,2015,2,20
1423,EBOV|KT5224|KU296383|SLE|?|2015-02-21,SLE,#8392b5,Bombali,IMPUTED,8.891023958,-12.04188912,8.939647994,-12.0725743,2015-02-21,,2015,2,21
1424,EBOV|KT5225|KU296517|SLE|?|2015-02-21,SLE,#8392b5,WesternUrban,IMPUTED,8.474419624,-13.26196681,8.528272185,-13.23412559,2015-02-21,,2015,2,21
1425,EBOV|KT5226|KU296297|SLE|?|2015-02-21,SLE,#8392b5,WesternRural,IMPUTED,8.44632216,-13.16852491,8.45716829,-13.16090304,2015-02-21,,2015,2,21
1426,EBOV|KT5233|KU296750|SLE|WesternRural|2015-02-21,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.497127936,-13.14687599,2015-02-21,,2015,2,21
1427,EBOV|KT5243|KU296736|SLE|?|2015-02-22,SLE,#8392b5,PortLoko,IMPUTED,8.685188747,-12.53675216,8.667374567,-12.60464013,2015-02-22,,2015,2,22
1428,EBOV|KT5249|KU296601|SLE|WesternUrban|2015-02-22,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.462306767,-13.25690673,2015-02-22,,2015,2,22
1429,EBOV|KT5317|KU296352|SLE|WesternRural|2015-02-24,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.38801912,-13.10119944,2015-02-24,,2015,2,24
1430,EBOV|KT5320|KU296809|SLE|WesternRural|2015-02-24,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.495046638,-13.13990897,2015-02-24,,2015,2,24
1431,EBOV|KT5382|KU296657|SLE|WesternRural|2015-02-25,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.372199329,-13.23376645,2015-02-25,,2015,2,25
1432,EBOV|KT5388|KU296355|SLE|WesternRural|2015-02-25,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.459194054,-13.11706083,2015-02-25,,2015,2,25
1433,EBOV|KT5486|KU296680|SLE|?|2015-02-27,SLE,#8392b5,Bombali,IMPUTED,8.891023958,-12.04188912,8.91298574,-12.01165979,2015-02-27,,2015,2,27
1434,EBOV|KT5542|KU296557|SLE|?|2015-02-20,SLE,#8392b5,WesternUrban,IMPUTED,8.474419624,-13.26196681,8.419142519,-13.30430327,2015-02-20,,2015,2,20
1435,EBOV|KT5734|KU296595|SLE|WesternRural|2015-03-06,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.464993528,-13.20561675,2015-03-06,,2015,3,6
1436,EBOV|KT5738|KU296394|SLE|?|2015-03-06,SLE,#8392b5,WesternRural,IMPUTED,8.44632216,-13.16852491,8.406973269,-13.23334005,2015-03-06,,2015,3,6
1437,EBOV|KT5787|KU296711|SLE|WesternUrban|2015-03-07,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.442148126,-13.19978593,2015-03-07,,2015,3,7
1438,EBOV|KT5788|KU296704|SLE||2015-03-07,SLE,#8392b5,WesternUrban,IMPUTED,8.474419624,-13.26196681,8.497462251,-13.23231923,2015-03-07,,2015,3,7
1439,EBOV|KT5789|KU296713|SLE|WesternUrban|2015-03-07,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.535030636,-13.31188248,2015-03-07,,2015,3,7
1440,EBOV|KT5832|KU296493|SLE|?|2015-03-10,SLE,#8392b5,PortLoko,IMPUTED,8.685188747,-12.53675216,8.615343452,-12.57733649,2015-03-10,,2015,3,10
1441,EBOV|KT5858|KU296754|SLE||2015-03-10,SLE,#8392b5,WesternUrban,IMPUTED,8.474419624,-13.26196681,8.407954487,-13.33455384,2015-03-10,,2015,3,10
1442,EBOV|KT5859|KU296463|SLE|?|2015-03-10,SLE,#8392b5,Bombali,IMPUTED,8.891023958,-12.04188912,8.860057231,-12.00367279,2015-03-10,,2015,3,10
1443,EBOV|KT5974|KU296475|SLE|?|2015-03-16,SLE,#8392b5,PortLoko,IMPUTED,8.685188747,-12.53675216,8.629603567,-12.52130297,2015-03-16,,2015,3,16
1444,EBOV|MK0885|KU296758|SLE|Bombali|2015-01-06,SLE,#8392b5,Bombali,,8.891023958,-12.04188912,8.953862108,-12.08335807,2015-01-06,,2015,1,6
1445,EBOV|MK1040|KU296528|SLE|Bombali|2015-01-11,SLE,#8392b5,Bombali,,8.891023958,-12.04188912,8.939307093,-12.11255875,2015-01-11,,2015,1,11
