number,id,country,Country__colour,location,locImputation,nonJitLat,nonJitLong,latitude,longitude,collection_date,dateImputation,year,month,day
538,EBOV|Makona-UK3|KR025228|SLE|WesternArea|2015-03-12,SLE,#8392b5,WesternUrban,IMPUTED,8.474419624,-13.26196681,8.50245993,-13.23792927,2015-03-12,,2015,3,12
539,EBOV|J0001|KP759636|SLE|WesternRural|2014-09-27,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.379164839,-13.13041782,2014-09-27,,2014,9,27
540,EBOV|J0002|KP759640|SLE|WesternUrban|2014-09-27,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.430942445,-13.23844427,2014-09-27,,2014,9,27
541,EBOV|J0003|KP759651|SLE|PortLoko|2014-09-28,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.7105379,-12.59114764,2014-09-28,,2014,9,28
542,EBOV|J0004|KP759668|SLE|WesternRural|2014-09-28,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.492505812,-13.10486731,2014-09-28,,2014,9,28
543,EBOV|J0005|KP759628|SLE|WesternRural|2014-09-26,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.504487827,-13.20891013,2014-09-26,,2014,9,26
544,EBOV|J0006|KP759630|SLE|WesternRural|2014-09-28,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.374108063,-13.24217551,2014-09-28,,2014,9,28
545,EBOV|J0007|KP759631|SLE|WesternRural|2014-09-27,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.457047679,-13.13156699,2014-09-27,,2014,9,27
546,EBOV|J0008|KP759718|SLE|WesternUrban|2014-09-29,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.484660571,-13.23502595,2014-09-29,,2014,9,29
547,EBOV|J0009|KP759734|SLE|PortLoko|2014-09-28,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.694764479,-12.4840557,2014-09-28,,2014,9,28
548,EBOV|J0010|KP759639|SLE|PortLoko|2014-09-28,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.696467587,-12.49635219,2014-09-28,,2014,9,28
549,EBOV|J0011|KP759641|SLE|PortLoko|2014-09-29,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.744888389,-12.47207216,2014-09-29,,2014,9,29
550,EBOV|J0012|KP759642|SLE|PortLoko|2014-09-29,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.686255289,-12.58305928,2014-09-29,,2014,9,29
551,EBOV|J0013|KP759643|SLE|PortLoko|2014-09-28,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.716556977,-12.576919,2014-09-28,,2014,9,28
552,EBOV|J0014|KP759740|SLE|PortLoko|2014-09-29,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.746634483,-12.52059883,2014-09-29,,2014,9,29
553,EBOV|J0015|KP759741|SLE|Bombali|2014-09-26,SLE,#8392b5,Bombali,,8.891023958,-12.04188912,8.84038909,-12.0544526,2014-09-26,,2014,9,26
554,EBOV|J0016|KP759742|SLE|WesternRural|2014-09-30,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.484793155,-13.21876176,2014-09-30,,2014,9,30
555,EBOV|J0017|KP759747|SLE|Bombali|2014-09-26,SLE,#8392b5,Bombali,,8.891023958,-12.04188912,8.913111509,-12.10799201,2014-09-26,,2014,9,26
556,EBOV|J0018|KP759644|SLE|WesternRural|2014-09-30,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.483648476,-13.21924438,2014-09-30,,2014,9,30
557,EBOV|J0019|KP759754|SLE|Bombali|2014-09-25,SLE,#8392b5,Bombali,,8.891023958,-12.04188912,8.860716317,-11.97512412,2014-09-25,,2014,9,25
558,EBOV|J0020|KP759755|SLE|Bombali|2014-09-25,SLE,#8392b5,Bombali,,8.891023958,-12.04188912,8.941019613,-12.03440633,2014-09-25,,2014,9,25
559,EBOV|J0021|KP759756|SLE|Bombali|2014-09-29,SLE,#8392b5,Bombali,,8.891023958,-12.04188912,8.825213276,-11.97043983,2014-09-29,,2014,9,29
560,EBOV|J0022|KP759757|SLE|Bombali|2014-09-25,SLE,#8392b5,Bombali,,8.891023958,-12.04188912,8.884256606,-12.03647362,2014-09-25,,2014,9,25
561,EBOV|J0023|KP759652|SLE|WesternRural|2014-10-01,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.451273209,-13.18444542,2014-10-01,,2014,10,1
562,EBOV|J0024|KP759663|SLE|WesternRural|2014-09-29,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.444353903,-13.10413823,2014-09-29,,2014,9,29
563,EBOV|J0025|KP759666|SLE|WesternRural|2014-10-02,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.516229303,-13.21369055,2014-10-02,,2014,10,2
564,EBOV|J0026|KP759670|SLE|Bombali|2014-10-02,SLE,#8392b5,Bombali,,8.891023958,-12.04188912,8.949715082,-12.04673797,2014-10-02,,2014,10,2
565,EBOV|J0027|KP759678|SLE|Bombali|2014-10-02,SLE,#8392b5,Bombali,,8.891023958,-12.04188912,8.91767478,-12.02652413,2014-10-02,,2014,10,2
566,EBOV|J0028|KP759683|SLE|Bombali|2014-10-02,SLE,#8392b5,Bombali,,8.891023958,-12.04188912,8.82677043,-12.05517179,2014-10-02,,2014,10,2
567,EBOV|J0029|KP759688|SLE|PortLoko|2014-09-29,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.725248549,-12.54035764,2014-09-29,,2014,9,29
568,EBOV|J0030|KP759606|SLE|PortLoko|2014-10-03,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.717328969,-12.56864546,2014-10-03,,2014,10,3
569,EBOV|J0031|KP759607|SLE|PortLoko|2014-10-03,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.718860703,-12.5307997,2014-10-03,,2014,10,3
570,EBOV|J0032|KP759691|SLE|PortLoko|2014-09-30,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.629960028,-12.46366293,2014-09-30,,2014,9,30
571,EBOV|J0033|KP759692|SLE|PortLoko|2014-10-03,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.635962718,-12.46863458,2014-10-03,,2014,10,3
572,EBOV|J0034|KP759608|SLE|PortLoko|2014-09-30,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.737553512,-12.48642515,2014-09-30,,2014,9,30
573,EBOV|J0035|KP759609|SLE|PortLoko|2014-10-01,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.668764722,-12.57941653,2014-10-01,,2014,10,1
574,EBOV|J0036|KP759694|SLE|PortLoko|2014-10-03,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.646597759,-12.59047458,2014-10-03,,2014,10,3
575,EBOV|J0037|KP759615|SLE|PortLoko|2014-10-03,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.619758882,-12.52471974,2014-10-03,,2014,10,3
576,EBOV|J0038|KP759618|SLE|PortLoko|2014-09-30,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.645707121,-12.46962408,2014-09-30,,2014,9,30
577,EBOV|J0039|KP759620|SLE|PortLoko|2014-10-03,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.644838238,-12.5009796,2014-10-03,,2014,10,3
578,EBOV|J0040|KP759629|SLE|WesternArea|2014-10-04,SLE,#8392b5,WesternRural,IMPUTED,8.44632216,-13.16852491,8.503156029,-13.13196947,2014-10-04,,2014,10,4
579,EBOV|J0041|KP759710|SLE|WesternArea|2014-10-04,SLE,#8392b5,WesternUrban,IMPUTED,8.474419624,-13.26196681,8.406865278,-13.22415295,2014-10-04,,2014,10,4
580,EBOV|J0042|KP759711|SLE|WesternRural|2014-10-04,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.485205391,-13.14213724,2014-10-04,,2014,10,4
581,EBOV|J0043|KP759712|SLE|WesternArea|2014-10-04,SLE,#8392b5,WesternRural,IMPUTED,8.44632216,-13.16852491,8.403449059,-13.23335397,2014-10-04,,2014,10,4
582,EBOV|J0044|KP759713|SLE|WesternRural|2014-10-05,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.423237714,-13.19198279,2014-10-05,,2014,10,5
583,EBOV|J0045|KP759714|SLE|WesternUrban|2014-10-05,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.485831184,-13.21379712,2014-10-05,,2014,10,5
584,EBOV|J0046|KP759715|SLE|WesternRural|2014-10-07,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.457779158,-13.17458431,2014-10-07,,2014,10,7
585,EBOV|J0047|KP759632|SLE|WesternUrban|2014-10-05,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.410920883,-13.28514631,2014-10-05,,2014,10,5
586,EBOV|J0048|KP759716|SLE|WesternRural|2014-10-05,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.483385601,-13.12235637,2014-10-05,,2014,10,5
587,EBOV|J0049|KP759717|SLE|PortLoko|2014-10-07,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.712492934,-12.60595178,2014-10-07,,2014,10,7
588,EBOV|J0050|KP759719|SLE|WesternUrban|2014-10-05,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.424012487,-13.23537549,2014-10-05,,2014,10,5
589,EBOV|J0051|KP759633|SLE|WesternUrban|2014-10-07,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.521630376,-13.22121509,2014-10-07,,2014,10,7
590,EBOV|J0052|KP759720|SLE|WesternUrban|2014-10-08,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.422349288,-13.23560562,2014-10-08,,2014,10,8
591,EBOV|J0053|KP759721|SLE|WesternRural|2014-10-06,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.424319029,-13.24300886,2014-10-06,,2014,10,6
592,EBOV|J0054|KP759722|SLE|WesternRural|2014-10-06,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.520713117,-13.22111146,2014-10-06,,2014,10,6
593,EBOV|J0055|KP759723|SLE|PortLoko|2014-10-06,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.701506475,-12.56975585,2014-10-06,,2014,10,6
594,EBOV|J0056|KP759634|SLE|PortLoko|2014-10-08,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.722040359,-12.52449626,2014-10-08,,2014,10,8
595,EBOV|J0057|KP759635|SLE|PortLoko|2014-10-05,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.728194224,-12.55302307,2014-10-05,,2014,10,5
596,EBOV|J0058|KP759724|SLE|PortLoko|2014-10-08,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.672889804,-12.475722,2014-10-08,,2014,10,8
597,EBOV|J0059|KP759725|SLE|WesternRural|2014-10-08,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.466576864,-13.11053549,2014-10-08,,2014,10,8
598,EBOV|J0060|KP759726|SLE|WesternUrban|2014-10-06,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.406244482,-13.31765456,2014-10-06,,2014,10,6
599,EBOV|J0061|KP759637|SLE|PortLoko|2014-10-10,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.695812091,-12.60918816,2014-10-10,,2014,10,10
600,EBOV|J0062|KP759727|SLE|PortLoko|2014-10-10,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.716404159,-12.492559,2014-10-10,,2014,10,10
601,EBOV|J0063|KP759638|SLE|PortLoko|2014-10-10,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.62879005,-12.47307906,2014-10-10,,2014,10,10
602,EBOV|J0064|KP759728|SLE|WesternUrban|2014-10-09,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.499978363,-13.22247768,2014-10-09,,2014,10,9
603,EBOV|J0065|KP759729|SLE|WesternRural|2014-10-09,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.446650391,-13.10940824,2014-10-09,,2014,10,9
604,EBOV|J0066|KP759730|SLE|WesternArea|2014-10-10,SLE,#8392b5,WesternRural,IMPUTED,8.44632216,-13.16852491,8.471093401,-13.14524701,2014-10-10,,2014,10,10
605,EBOV|J0067|KP759731|SLE|PortLoko|2014-10-09,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.743045989,-12.55087945,2014-10-09,,2014,10,9
606,EBOV|J0068|KP759732|SLE|WesternRural|2014-10-09,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.398677146,-13.10742921,2014-10-09,,2014,10,9
607,EBOV|J0069|KP759733|SLE|WesternRural|2014-10-09,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.455255906,-13.1017122,2014-10-09,,2014,10,9
608,EBOV|J0070|KP759735|SLE|PortLoko|2014-10-09,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.642453674,-12.46829037,2014-10-09,,2014,10,9
609,EBOV|J0071|KP759736|SLE|PortLoko|2014-10-09,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.668550584,-12.60158904,2014-10-09,,2014,10,9
610,EBOV|J0072|KP759737|SLE|PortLoko|2014-10-09,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.683825118,-12.56792733,2014-10-09,,2014,10,9
611,EBOV|J0073|KP759738|SLE|PortLoko|2014-10-12,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.651898008,-12.60918193,2014-10-12,,2014,10,12
612,EBOV|J0074|KP759739|SLE|WesternRural|2014-10-13,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.461786706,-13.18126064,2014-10-13,,2014,10,13
613,EBOV|J0075|KP759743|SLE|WesternRural|2014-10-17,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.505598269,-13.2391864,2014-10-17,,2014,10,17
614,EBOV|J0076|KP759744|SLE|WesternRural|2014-10-17,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.466225758,-13.17228952,2014-10-17,,2014,10,17
615,EBOV|J0077|KP759745|SLE|WesternRural|2014-10-17,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.482516488,-13.18076002,2014-10-17,,2014,10,17
616,EBOV|J0078|KP759746|SLE|WesternUrban|2014-10-18,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.416376685,-13.26539019,2014-10-18,,2014,10,18
617,EBOV|J0079|KP759748|SLE|WesternRural|2014-10-16,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.400966888,-13.15673048,2014-10-16,,2014,10,16
618,EBOV|J0080|KP759749|SLE|PortLoko|2014-10-18,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.670188941,-12.53205124,2014-10-18,,2014,10,18
619,EBOV|J0081|KP759750|SLE|WesternRural|2014-10-16,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.48689845,-13.11744567,2014-10-16,,2014,10,16
620,EBOV|J0082|KP759751|SLE|WesternRural|2014-10-16,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.422549686,-13.18436429,2014-10-16,,2014,10,16
621,EBOV|J0083|KP759752|SLE|PortLoko|2014-10-18,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.699811856,-12.54109804,2014-10-18,,2014,10,18
622,EBOV|J0084|KP759753|SLE|PortLoko|2014-10-16,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.751686416,-12.52806059,2014-10-16,,2014,10,16
623,EBOV|J0085|KP759645|SLE|PortLoko|2014-10-17,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.733235793,-12.50642235,2014-10-17,,2014,10,17
624,EBOV|J0086|KP759646|SLE|WesternRural|2014-10-23,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.394278403,-13.22910714,2014-10-23,,2014,10,23
625,EBOV|J0087|KP759647|SLE|PortLoko|2014-10-23,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.621676558,-12.49988456,2014-10-23,,2014,10,23
626,EBOV|J0088|KP759648|SLE|PortLoko|2014-10-20,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.676783078,-12.59697289,2014-10-20,,2014,10,20
627,EBOV|J0089|KP759758|SLE|WesternArea|2014-10-23,SLE,#8392b5,WesternRural,IMPUTED,8.44632216,-13.16852491,8.420817761,-13.15994126,2014-10-23,,2014,10,23
628,EBOV|J0090|KP759649|SLE|WesternUrban|2014-10-23,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.532791058,-13.21318043,2014-10-23,,2014,10,23
629,EBOV|J0091|KP759759|SLE|WesternArea|2014-10-25,SLE,#8392b5,WesternRural,IMPUTED,8.44632216,-13.16852491,8.404237858,-13.22292335,2014-10-25,,2014,10,25
630,EBOV|J0092|KP759650|SLE|WesternRural|2014-10-25,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.39831755,-13.12548628,2014-10-25,,2014,10,25
631,EBOV|J0093|KP759760|SLE|WesternRural|2014-10-24,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.489034553,-13.11241384,2014-10-24,,2014,10,24
632,EBOV|J0094|KP759761|SLE|WesternRural|2014-10-27,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.518562186,-13.14765926,2014-10-27,,2014,10,27
633,EBOV|J0095|KP759653|SLE|WesternUrban|2014-10-27,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.454727392,-13.3105274,2014-10-27,,2014,10,27
634,EBOV|J0096|KP759654|SLE|WesternUrban|2014-10-27,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.488902376,-13.27843763,2014-10-27,,2014,10,27
635,EBOV|J0097|KP759762|SLE|WesternRural|2014-10-28,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.448334349,-13.17179071,2014-10-28,,2014,10,28
636,EBOV|J0098|KP759763|SLE|WesternRural|2014-10-28,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.406870876,-13.21921135,2014-10-28,,2014,10,28
637,EBOV|J0099|KP759764|SLE|Kambia|2014-10-28,SLE,#8392b5,Kambia,,9.123358448,-12.91835852,9.139731072,-12.91349659,2014-10-28,,2014,10,28
638,EBOV|J0100|KP759655|SLE|Kambia|2014-10-26,SLE,#8392b5,Kambia,,9.123358448,-12.91835852,9.196606755,-12.86023209,2014-10-26,,2014,10,26
639,EBOV|J0101|KP759656|SLE|PortLoko|2014-10-29,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.754162392,-12.47383061,2014-10-29,,2014,10,29
640,EBOV|J0102|KP759657|SLE|PortLoko|2014-10-27,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.753757787,-12.55353388,2014-10-27,,2014,10,27
641,EBOV|J0103|KP759658|SLE|PortLoko|2014-10-29,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.675673502,-12.57357051,2014-10-29,,2014,10,29
642,EBOV|J0104|KP759765|SLE|PortLoko|2014-10-29,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.716909453,-12.5898992,2014-10-29,,2014,10,29
643,EBOV|J0105|KP759766|SLE|PortLoko|2014-10-29,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.723612793,-12.59283718,2014-10-29,,2014,10,29
644,EBOV|J0106|KP759767|SLE|WesternRural|2014-10-28,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.444229519,-13.16404041,2014-10-28,,2014,10,28
645,EBOV|J0107|KP759768|SLE|WesternUrban|2014-10-29,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.515136657,-13.21033754,2014-10-29,,2014,10,29
646,EBOV|J0108|KP759659|SLE|WesternRural|2014-10-28,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.410368238,-13.18198703,2014-10-28,,2014,10,28
647,EBOV|J0109|KP759594|SLE|WesternUrban|2014-10-31,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.539580156,-13.26769781,2014-10-31,,2014,10,31
648,EBOV|J0110|KP759660|SLE|WesternUrban|2014-10-31,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.491662733,-13.28513162,2014-10-31,,2014,10,31
649,EBOV|J0111|KP759595|SLE|WesternUrban|2014-10-30,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.462194691,-13.28701205,2014-10-30,,2014,10,30
650,EBOV|J0112|KP759661|SLE|WesternArea|2014-10-31,SLE,#8392b5,WesternUrban,IMPUTED,8.474419624,-13.26196681,8.428774173,-13.20852594,2014-10-31,,2014,10,31
651,EBOV|J0113|KP759662|SLE|WesternUrban|2014-10-30,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.447957367,-13.24805393,2014-10-30,,2014,10,30
652,EBOV|J0114|KP759596|SLE|PortLoko|2014-10-29,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.648204658,-12.47935724,2014-10-29,,2014,10,29
653,EBOV|J0115|KP759597|SLE|PortLoko|2014-10-29,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.613323096,-12.49786737,2014-10-29,,2014,10,29
654,EBOV|J0116|KP759664|SLE|WesternRural|2014-10-30,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.460279099,-13.22251242,2014-10-30,,2014,10,30
655,EBOV|J0117|KP759665|SLE|WesternRural|2014-10-31,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.46430771,-13.12981219,2014-10-31,,2014,10,31
656,EBOV|J0118|KP759598|SLE|WesternRural|2014-10-31,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.430356479,-13.19252085,2014-10-31,,2014,10,31
657,EBOV|J0119|KP759667|SLE|WesternUrban|2014-10-30,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.487699853,-13.33118178,2014-10-30,,2014,10,30
658,EBOV|J0120|KP759599|SLE|WesternRural|2014-10-30,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.449064576,-13.18652211,2014-10-30,,2014,10,30
659,EBOV|J0121|KP759669|SLE|WesternUrban|2014-10-29,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.547652352,-13.32901945,2014-10-29,,2014,10,29
660,EBOV|J0122|KP759671|SLE|WesternUrban|2014-10-29,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.473182439,-13.2901596,2014-10-29,,2014,10,29
661,EBOV|J0123|KP759672|SLE|WesternRural|2014-11-01,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.519079205,-13.15977996,2014-11-01,,2014,11,1
662,EBOV|J0124|KP759673|SLE|WesternArea|2014-11-02,SLE,#8392b5,WesternUrban,IMPUTED,8.474419624,-13.26196681,8.409121772,-13.24456836,2014-11-02,,2014,11,2
663,EBOV|J0125|KP759674|SLE|WesternRural|2014-10-31,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.500796979,-13.23710977,2014-10-31,,2014,10,31
664,EBOV|J0126|KP759675|SLE|WesternRural|2014-10-31,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.399543674,-13.18776928,2014-10-31,,2014,10,31
665,EBOV|J0127|KP759676|SLE|WesternUrban|2014-10-30,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.412764341,-13.209157,2014-10-30,,2014,10,30
666,EBOV|J0128|KP759677|SLE|WesternUrban|2014-10-31,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.508051099,-13.19455326,2014-10-31,,2014,10,31
667,EBOV|J0129|KP759600|SLE|WesternUrban|2014-11-02,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.460843169,-13.21906524,2014-11-02,,2014,11,2
668,EBOV|J0130|KP759679|SLE|PortLoko|2014-11-02,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.73406597,-12.53283597,2014-11-02,,2014,11,2
669,EBOV|J0131|KP759680|SLE|PortLoko|2014-10-30,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.72630519,-12.55102,2014-10-30,,2014,10,30
670,EBOV|J0132|KP759601|SLE|WesternUrban|2014-11-02,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.421849983,-13.33258473,2014-11-02,,2014,11,2
671,EBOV|J0133|KP759681|SLE|WesternRural|2014-10-31,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.402803873,-13.10374149,2014-10-31,,2014,10,31
672,EBOV|J0134|KP759682|SLE|WesternRural|2014-10-31,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.509246728,-13.16823752,2014-10-31,,2014,10,31
673,EBOV|J0135|KP759602|SLE|WesternRural|2014-11-03,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.494473383,-13.12077434,2014-11-03,,2014,11,3
674,EBOV|J0136|KP759684|SLE|WesternRural|2014-11-01,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.432135235,-13.13189179,2014-11-01,,2014,11,1
675,EBOV|J0137|KP759685|SLE|WesternRural|2014-11-01,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.404274301,-13.14995941,2014-11-01,,2014,11,1
676,EBOV|J0138|KP759686|SLE|WesternUrban|2014-11-01,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.545918721,-13.26704254,2014-11-01,,2014,11,1
677,EBOV|J0139|KP759687|SLE|WesternUrban|2014-10-30,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.479647615,-13.32349573,2014-10-30,,2014,10,30
678,EBOV|J0140|KP759603|SLE|WesternRural|2014-10-30,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.429549776,-13.15117513,2014-10-30,,2014,10,30
679,EBOV|J0141|KP759689|SLE|WesternRural|2014-11-04,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.388519593,-13.13945656,2014-11-04,,2014,11,4
680,EBOV|J0142|KP759690|SLE|WesternUrban|2014-11-03,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.46217213,-13.29898734,2014-11-03,,2014,11,3
681,EBOV|J0143|KP759604|SLE|Kambia|2014-11-04,SLE,#8392b5,Kambia,,9.123358448,-12.91835852,9.092437464,-12.88930324,2014-11-04,,2014,11,4
682,EBOV|J0144|KP759605|SLE|Kambia|2014-11-04,SLE,#8392b5,Kambia,,9.123358448,-12.91835852,9.147117324,-12.90371493,2014-11-04,,2014,11,4
683,EBOV|J0145|KP759693|SLE|WesternRural|2014-11-06,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.486069398,-13.22303608,2014-11-06,,2014,11,6
684,EBOV|J0146|KP759610|SLE|WesternUrban|2014-11-07,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.54409702,-13.20223344,2014-11-07,,2014,11,7
685,EBOV|J0147|KP759611|SLE|WesternUrban|2014-11-07,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.543375096,-13.18867883,2014-11-07,,2014,11,7
686,EBOV|J0148|KP759612|SLE|WesternRural|2014-11-06,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.487840902,-13.10291147,2014-11-06,,2014,11,6
687,EBOV|J0149|KP759695|SLE|WesternUrban|2014-11-07,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.41625651,-13.25950786,2014-11-07,,2014,11,7
688,EBOV|J0150|KP759696|SLE|WesternUrban|2014-11-06,SLE,#8392b5,WesternUrban,,8.474419624,-13.26196681,8.414606763,-13.24570642,2014-11-06,,2014,11,6
689,EBOV|J0151|KP759613|SLE|WesternRural|2014-11-07,SLE,#8392b5,WesternRural,,8.44632216,-13.16852491,8.506270579,-13.19619905,2014-11-07,,2014,11,7
